week_end_dt,brazil,india,vietnam,indonesia,china,brazil_season,indonesia_season,india_season,china_season,total_volume
2023-10-08,62609.9,0,2365023.5,27739.8,8678.3,false,false,true,false,2464051.7
2023-10-15,22744,0,2345998.8,15052.6,6508.7,false,false,true,false,2390304.2
2023-10-22,10961.5,0,2555267.6,0,15187.1,false,false,true,false,2581416.4
2023-10-29,9211.5,0,2530537.9,0,15187.1,false,false,true,false,2554936.6
