RandomForestRegressor,DecisionTreeRegressor,XGBRFRegressor,GradientBoostingRegressor,AdaBoostRegressor,BaggingRegressor,metrices
0.09053378940170943,0.6976723444065328,0.06694347053102649,1.1781205436974332e-08,0.03132796301609296,0.13170938253548672,model_train_root_mean_squared_error
0.008819424125236047,0.0779186137298787,0.005652745242004018,1.2750146636627105e-09,0.0016551372441882882,0.011677959850143759,model_train_mean_absolute_percentage_error
0.9831609191784718,0.0,0.9907930998908466,0.9999999999999997,0.9979836714528607,0.9643605977348307,model_train_r2_score
